StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q29,Q1,Q10,Q17,Q17,Q19,Q21,Q26,Q27,Q28,Q18,Q22,Q23,Q24,Q26,Q27
2018-06-05 13:08:36,2018-06-05 13:09:43,Offline,73.94.152.127,100,0,True,2018-06-05 13:21:04,R_2oxJnwtqLzidoL4,,,,,45.001272,-93.277997,,EN,DM,Minneapolis Park and Recreation Board,Luce Line Regional Trail,4,June,1,2018,4:00-6:00 PM,Yes,,12,1,0,0,0,0
2018-06-06 13:10:26,2018-06-06 13:11:35,Offline,73.94.152.127,100,0,True,2018-06-06 13:25:43,R_i89N1yQ4Pmi2BOl,,,,,44.984298706055,-93.265403747559,,EN,AA,Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,8,June,6,2018,10:00-12:00 PM,Yes,,0,0,22,1,0,0
2018-06-06 13:08:55,2018-06-06 13:10:22,Offline,73.94.152.127,100,0,True,2018-06-06 13:25:44,R_5n7jzc9fGdHR6wv,,,,,44.984298706055,-93.265403747559,,EN,AA,Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,24,June,6,2018,8:00-10:00 AM,Yes,,12,8,0,0,0,0
2018-06-06 13:07:41,2018-06-06 13:08:52,Offline,73.94.152.127,100,0,True,2018-06-06 13:25:45,R_81ywaZlogwNc6CE,,,,,44.984298706055,-93.265403747559,,EN,AA,Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,14,June,5,2018,10:00-12:00 PM,Yes,,78,27,0,0,0,0
2018-06-06 13:06:23,2018-06-06 13:07:30,Offline,73.94.152.127,100,0,True,2018-06-06 13:25:46,R_epiQ8FWxTGVrmcm,,,,,44.984298706055,-93.265403747559,,EN,AA,Minneapolis Park and Recreation Board,Kenilworth Regional Trail,4,June,5,2018,8:00-10:00 AM,Yes,,101,20,0,0,0,0
2018-06-06 13:04:56,2018-06-06 13:06:18,Offline,73.94.152.127,100,0,True,2018-06-06 13:25:47,R_nWFSbe9Y9ugK3i2,,,,,44.984298706055,-93.265403747559,,EN,AA,Minneapolis Park and Recreation Board,Luce Line Regional Trail,1,June,4,2018,12:00-2:00 PM,Yes,,4,3,0,0,0,0
2018-06-08 16:54:58,2018-06-08 16:56:36,IP Address,66.41.226.194,100,98,True,2018-06-08 16:56:36,R_1IKUawlKEpMQLVP,,,,,44.901397705078,-93.288200378418,anonymous,EN,js,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,8,June,7,2018,12:00-2:00 PM,Yes,,6,32,26,0,0,0
2018-06-08 16:56:46,2018-06-08 16:57:43,IP Address,66.41.226.194,100,57,True,2018-06-08 16:57:43,R_1C2UILZFDGHdLvk,,,,,44.901397705078,-93.288200378418,anonymous,EN,js,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,36,June,7,2018,2:00-4:00 PM,Yes,,0,7,0,0,0,0
2018-06-08 16:58:00,2018-06-08 16:58:49,IP Address,66.41.226.194,100,49,True,2018-06-08 16:58:50,R_2e2NPzYkJ3lqCxn,,,,,44.901397705078,-93.288200378418,anonymous,EN,js,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,6,June,8,2018,12:00-2:00 PM,Yes,,0,0,43,0,0,0
2018-06-11 09:29:01,2018-06-11 09:29:54,Spam,208.87.233.201,100,53,True,2018-06-11 09:29:55,R_3HuybaIC19t1cH7,,,,,34.054397583008,-118.2440032959,anonymous,EN,CS,Minneapolis Park and Recreation Board,North Mississippi Regional Park,1,May,26,2018,4:00-6:00 PM,Yes,,2,0,5,0,0,0
2018-06-11 09:41:18,2018-06-11 09:42:14,Offline,73.94.152.127,100,0,True,2018-06-11 09:43:20,R_ctQoaTExGSyxMeY,,,,,45.001288,-93.277992,,EN,DM,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,21,June,10,2018,10:00-12:00 PM,Yes,,0,9,0,0,0,0
2018-06-11 09:39:52,2018-06-11 09:41:15,Offline,73.94.152.127,100,0,True,2018-06-11 09:43:21,R_7uXzHMhRYrRTBOB,,,,,45.001288,-93.277992,,EN,DM,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,30,June,9,2018,4:00-6:00 PM,No,6/16/18,1,11,9,0,0,0
2018-06-11 09:38:51,2018-06-11 09:39:49,Offline,73.94.152.127,100,0,True,2018-06-11 09:43:22,R_dzqFWFKJsL1cWCU,,,,,45.001274,-93.277991,,EN,DM,Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,2,June,9,2018,10:00-12:00 PM,Yes,,0,4,0,0,0,0
2018-06-11 09:37:16,2018-06-11 09:38:48,Offline,73.94.152.127,100,0,True,2018-06-11 09:43:23,R_3gu31R78dWI0vIu,,,,,45.001273,-93.278148,,EN,DM,Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,9,June,9,2018,8:00-10:00 AM,Yes,,2,3,0,0,0,0
2018-06-11 09:33:23,2018-06-11 09:37:13,Offline,73.94.152.127,100,0,True,2018-06-11 09:43:24,R_abivz1GIAT4gMkF,,,,,45.001274,-93.27815,,EN,DM,Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,8,June,8,2018,4:00-6:00 PM,Yes,,8,11,0,0,0,0
2018-06-11 09:31:58,2018-06-11 09:33:20,Offline,73.94.152.127,100,0,True,2018-06-11 09:43:25,R_3hhUeL4A9n0ZQWB,,,,,45.001274,-93.27815,,EN,DM,Minneapolis Park and Recreation Board,North Mississippi Regional Park,7,June,8,2018,2:00-4:00 PM,Yes,,0,0,12,0,0,0
2018-06-11 09:31:00,2018-06-11 09:31:55,Offline,73.94.152.127,100,0,True,2018-06-11 09:43:26,R_mZ7aDxN4y5PU7Kb,,,,,45.001287,-93.277972,,EN,DM,Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,1,June,7,2018,2:00-4:00 PM,Yes,,1,7,2,0,0,0
2018-06-11 09:29:48,2018-06-11 09:30:57,Offline,73.94.152.127,100,0,True,2018-06-11 09:43:27,R_dV3ZSiRwnl5whhi,,,,,45.001273,-93.278014,,EN,DM,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,42,June,6,2018,10:00-12:00 PM,Yes,,17,23,0,0,0,0
2018-06-11 09:28:37,2018-06-11 09:29:45,Offline,73.94.152.127,100,0,True,2018-06-11 09:43:28,R_dyEsmJn2pVkXYJk,,,,,45.001274,-93.277999,,EN,DM,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,10,June,6,2018,8:00-10:00 AM,Yes,,2,9,0,0,0,0
2018-06-11 09:26:27,2018-06-11 09:28:34,Offline,73.94.152.127,100,0,True,2018-06-11 09:43:29,R_hSe80pC3XowwYCt,,,,,45.001276,-93.278012,,EN,DM,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,38,June,5,2018,4:00-6:00 PM,Yes,,6,54,0,0,0,0
2018-06-11 09:24:09,2018-06-11 09:26:24,Offline,73.94.152.127,100,0,True,2018-06-11 09:43:30,R_iOs8vQGYgZvJjMU,,,,,45.001273,-93.278149,,EN,Dan,Minneapolis Park and Recreation Board,Minnehaha Regional Park,10,June,7,2018,8:00-10:00 AM,Yes,,0,0,106,5,0,0
2018-06-12 09:09:19,2018-06-12 09:11:20,Offline,73.94.152.127,100,0,True,2018-06-12 09:11:43,R_nQYJntt5Xnn5Z9j,,,,,45.001282,-93.27796,,EN,DM,Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,25,June,11,2018,12:00-2:00 PM,Yes,,0,6,3,0,0,0
2018-06-12 12:17:22,2018-06-12 12:18:35,Offline,73.94.152.127,100,0,True,2018-06-12 12:19:54,R_75bD3F3RcBZJHmk,,,,,44.984298706055,-93.265403747559,,EN,Tl,Minneapolis Park and Recreation Board,Minnehaha Regional Park,8,June,8,2018,6:00-8:00 PM,Yes,,16,18,10,0,0,0
2018-06-12 12:15:57,2018-06-12 12:17:17,Offline,73.94.152.127,100,0,True,2018-06-12 12:19:55,R_ofihpWfg6diskBI,,,,,44.984298706055,-93.265403747559,,EN,Tl,Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,5,June,3,2018,6:00-8:00 PM,Yes,,12,9,0,0,0,0
2018-06-12 12:14:46,2018-06-12 12:15:54,Offline,73.94.152.127,100,0,True,2018-06-12 12:19:56,R_mndYkNwXpCDLQ6Y,,,,,44.984298706055,-93.265403747559,,EN,Tl,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,21,June,2,2018,6:00-8:00 PM,No,"5/26, 6pm, site 4",4,11,5,0,0,0
2018-06-12 12:11:52,2018-06-12 12:14:39,Offline,73.94.152.127,100,0,True,2018-06-12 12:19:57,R_jx6iNInlSgtYlAc,,,,,44.984298706055,-93.265403747559,,EN,Tl,Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,24,June,3,2018,4:00-6:00 PM,Yes,,37,69,0,0,0,0
2018-06-12 12:09:59,2018-06-12 12:11:47,Offline,73.94.152.127,100,0,True,2018-06-12 12:19:57,R_kBk3Z8N74FJjzKV,,,,,44.984298706055,-93.265403747559,,EN,Tl,Minneapolis Park and Recreation Board,Luce Line Regional Trail,5,June,5,2018,4:00-6:00 PM,Yes,,9,7,0,0,0,0
2018-06-12 12:06:41,2018-06-12 12:09:55,Offline,73.94.152.127,100,0,True,2018-06-12 12:19:59,R_7CnDi0pnNPhZzmz,,,,,44.984298706055,-93.265403747559,,EN,Tl,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,31,June,10,2018,8:00-10:00 AM,Yes,,7,9,1,0,0,0
2018-06-12 12:17:23,2018-06-12 12:21:40,Offline,73.94.152.127,100,0,True,2018-06-12 12:22:44,R_0WnnxHu7PFqce2u,,,,,45.001281,-93.278021,,EN,AA,Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,4,June,11,2018,2:00-4:00 PM,Yes,,3,2,0,0,0,0
2018-06-12 12:11:47,2018-06-12 12:17:13,Offline,73.94.152.127,100,0,True,2018-06-12 12:22:45,R_oPWlPZrc8WWLCsF,,,,,45.001282,-93.278015,,EN,AA,Minneapolis Park and Recreation Board,Above the Falls Regional Park,12,June,11,2018,12:00-2:00 PM,Yes,,5,9,0,0,0,0
2018-06-12 12:10:32,2018-06-12 12:11:40,Offline,73.94.152.127,100,0,True,2018-06-12 12:22:46,R_l1FKTexNWygibSN,,,,,45.001287,-93.278049,,EN,AA,Minneapolis Park and Recreation Board,Luce Line Regional Trail,1,June,10,2018,10:00-12:00 PM,Yes,,6,2,0,0,0,0
2018-06-12 12:08:59,2018-06-12 12:10:19,Offline,73.94.152.127,100,0,True,2018-06-12 12:22:47,R_aFvCgVcIQORMAuj,,,,,45.001287,-93.278049,,EN,AA,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,55,June,9,2018,6:00-8:00 PM,Yes,,59,80,0,0,0,0
2018-06-12 12:07:04,2018-06-12 12:08:48,Offline,73.94.152.127,100,0,True,2018-06-12 12:22:48,R_amF6tQJGy2MvHgB,,,,,45.001243,-93.277993,,EN,AA,Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,5,June,9,2018,4:00-6:00 PM,Yes,,11,158,0,0,0,0
2018-06-12 12:05:35,2018-06-12 12:07:01,Offline,73.94.152.127,100,0,True,2018-06-12 12:22:49,R_gx8DzR3b1WFdV2U,,,,,45.001234,-93.277927,,EN,AA,Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,7,June,8,2018,4:00-6:00 PM,Yes,,39,58,4,0,0,0
2018-06-12 12:04:01,2018-06-12 12:05:28,Offline,73.94.152.127,100,0,True,2018-06-12 12:22:50,R_0Hoo2tBFhwE8iNS,,,,,45.00127,-93.278023,,EN,AA,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,42,June,8,2018,2:00-4:00 PM,Yes,,110,79,0,0,0,0
2018-06-13 09:11:33,2018-06-13 09:12:42,Offline,73.94.152.127,100,0,True,2018-06-13 09:14:05,R_3B28IWT9xs2jfAH,,,,,45.001281,-93.27799,,EN,DM,Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,18,June,12,2018,6:00-8:00 PM,Yes,,0,0,44,0,0,0
2018-06-13 09:10:35,2018-06-13 09:11:30,Offline,73.94.152.127,100,0,True,2018-06-13 09:14:06,R_8ZGTyBCN6LFp3xX,,,,,45.001277,-93.278134,,EN,DM,Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,36,June,12,2018,2:00-4:00 PM,Yes,,9,2,0,0,0,0
2018-06-13 10:17:52,2018-06-13 10:19:32,Offline,73.94.152.127,100,0,True,2018-06-13 10:21:50,R_dYQ5tDgqcNFAVID,,,,,45.001275,-93.27807,,EN,AA,Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,7,June,12,2018,6:00-8:00 PM,Yes,,32,3,0,0,0,0
2018-06-18 09:57:03,2018-06-18 10:03:42,Offline,73.94.152.127,100,0,True,2018-06-18 10:04:09,R_91M4Kh5gNSSdFxe,,,,,45.001281,-93.278006,,EN,AA,Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,5,June,16,2018,4:00-6:00 PM,Yes,,6,3,0,0,0,0
2018-06-18 09:55:29,2018-06-18 09:56:55,Offline,73.94.152.127,100,0,True,2018-06-18 10:04:10,R_i0cAvzfIrGXv5LS,,,,,45.0013,-93.277895,,EN,AA,Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,7,June,16,2018,2:00-4:00 PM,Yes,,27,118,0,0,0,0
2018-06-18 09:52:06,2018-06-18 09:55:25,Offline,73.94.152.127,100,0,True,2018-06-18 10:04:11,R_5vCSvdVlzgCAHLB,,,,,45.00128,-93.278007,,EN,AA,Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,48,June,15,2018,2:00-4:00 PM,Yes,,10,18,0,0,0,0
2018-06-18 16:17:43,2018-06-18 16:18:59,Offline,73.94.152.127,100,0,True,2018-06-18 16:19:46,R_8nsQquF8tS6tJ5F,,,,,45.001294,-93.277979,,EN,DM,Minneapolis Park and Recreation Board,Above the Falls Regional Park,11,June,15,2018,8:00-10:00 AM,Yes,,11,1,0,0,0,0
2018-06-18 16:16:47,2018-06-18 16:17:40,Offline,73.94.152.127,100,0,True,2018-06-18 16:19:48,R_9dvU1s39PWycNeq,,,,,45.001293,-93.277969,,EN,DM,Minneapolis Park and Recreation Board,Above the Falls Regional Park,10,June,15,2018,10:00-12:00 PM,Yes,,5,3,4,0,0,0
