Park_id,Park_name,Agency_name,Agency_id,Year,Estimate
70,Phalen Regional Park,Saint Paul,7,2018,421995.30239028943
71,Cottage Grove Ravine Regional Park,Washington County,10,2018,42816.529
72,Lake Elmo Park Reserve,Washington County,10,2018,202012.355
73,St. Croix Bluffs Regional Park,Washington County,10,2018,39743.099214285714
74,Square Lake Special Recreation Feature,Washington County,10,2018,68305.27976190476
75,Central Anoka County Regional Trail,Anoka County,1,2018,29096.92105263158
76,Cedar Lake LRT Regional Trail,Three Rivers Park District,9,2018,205289.17633477633
77,Lake Independence Regional Trail,Three Rivers Park District,9,2018,32267.85
78,Eagle Lake Regional Park,Three Rivers Park District,9,2018,25918.11117901706
79,North Cedar Lake Regional Trail,Three Rivers Park District,9,2018,165900.83333333334
80,Gale Woods Special Recreation Feature,Three Rivers Park District,9,2018,32266.16
81,Hardwood Creek Regional Park,Washington County,10,2018,85945.13406593406
82,Big Marine Park Reserve,Washington County,10,2018,80474.71379679145
83,Pine Point Regional Park,Washington County,10,2018,44546.10929523809
84,Silverwood Special Recreation Feature,Three Rivers Park District,9,2018,154244.317936432
88,Shingle Creek Regional Trail,Three Rivers Park District,9,2018,95496.23809523809
89,Luce Line Regional Trail,Three Rivers Park District,9,2018,173452.0193236715
90,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,5,2018,70780.96111111112
91,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,5,2018,25733.522875816994
92,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,5,2018,10201.167600373483
93,Kenilworth Regional Trail,Minneapolis Park and Recreation Board,5,2018,253275.0707070707
94,Luce Line Regional Trail,Minneapolis Park and Recreation Board,5,2018,50673.96865079365
95,River to River Greenway Regional Trail,Dakota County,4,2018,79121.57894736843
96,Dakota Rail Regional Trail,Three Rivers Park District,9,2018,172144.327443609
97,Bassett Creek Regional Trail,Three Rivers Park District,9,2018,48569.34565826331
98,Trout Brook Regional Trail,Ramsey County,6,2018,15611.892207139266
99,Tony Schmidt Regional Park,Ramsey County,6,2018,108885.91944257704
100,Northeast Diagonal Regional Trail,Minneapolis Park and Recreation Board,5,2018,52821.10989010989
101,Northeast Diagonal Regional Trail,Three Rivers Park District,9,2018,22414.11330049261
102,Cedar Lake Farm Regional Park,Scott County,8,2018,23194.34619047619
103,Shingle Creek Regional Trail,Minneapolis Park and Recreation Board,5,2018,54562.493253968256
104,Dakota Rail Regional Trail,Carver County,3,2018,51231.600000000006
107,Coon Creek Regional Trail,Anoka County,1,2018,73320.3238095238
108,East Anoka County Regional Trail,Anoka County,1,2018,46551.75476190476
109,Rum River Regional Trail,Anoka County,1,2018,50450.53445378151
110,Bunker Hills Regional Trail,Anoka County,1,2018,69554
111,Twin Lakes Regional Trail,Three Rivers Park District,9,2018,70743.53082706768
112,Mississippi West Regional Park,Anoka County,1,2018,14562.501682206683
113,Minnesota River Bluffs Regional Trail,Carver County,3,2018,21886.064253393666
114,Spring Lake Regional Park,Three Rivers Park District,9,2018,31243.206483516486
114,Spring Lake Regional Park,Scott County,8,2018,31243.206483516486
115,Nine Mile Creek Regional Trail,Three Rivers Park District,9,2018,90069.41428571429
116,Southwest Regional Trail,Carver County,3,2018,31311.723636363637
117,Kingswood Special Recreation Feature,Three Rivers Park District,9,2018,886.8891428571428
118,Whitetail Woods Regional Park,Dakota County,4,2018,27986.628523809522
124,Minnesota River Greenway Regional Trail,Dakota County,4,2018,22637.1
130,Trout Brook Regional Trail,Saint Paul,7,2018,50942.46362116145
131,Crystal Lake Regional Trail,Three Rivers Park District,9,2018,87179.05357142857
132,Nokomis-Minnesota River Regional Trail,Three Rivers Park District,9,2018,71849.78831168832
133,Point Douglas Regional Trail,Washington County,10,2018,10403.008547008547
135,Above the Falls Regional Park,Minneapolis Park and Recreation Board,5,2018,116318.73462833554
137,Lakes Link Regional Trail,Ramsey County,6,2018,118919.5
140,Nokomis-Minnesota River Bluffs Regional Trail,Bloomington,2,2018,34208.77792207792
1,Anoka County Riverfront Regional Park,Anoka County,1,2017,73095.94
2,Bunker Hills Regional Park,Anoka County,1,2017,180126.94
3,Coon Rapids Dam Regional Park,Anoka County,1,2017,215052.25
4,Lake George Regional Park,Anoka County,1,2017,108696.35
5,Martin-Island-Linwood Regional Park,Anoka County,1,2017,59979.78
6,Mississippi River Regional Trail,Anoka County,1,2017,60522.61
7,Rice Creek West Regional Trail,Anoka County,1,2017,113978.3
8,Rice Creek Chain of Lakes Park Reserve,Anoka County,1,2017,199181.72
9,Rice Creek North Regional Trail,Anoka County,1,2017,61500.16
10,Rum River Central Regional Park,Anoka County,1,2017,42890.68
11,Bush and Normandale Lakes Regional Park,Bloomington,2,2017,282270.67
12,Baylor Regional Park,Carver County,3,2017,18844.53
13,Lake Minnewashta Regional Park,Carver County,3,2017,67604.45
14,Lake Waconia Regional Park,Carver County,3,2017,47417.14
15,Big Rivers Regional Trail,Dakota County,4,2017,53357.36
16,Lake Byllesby Regional Park,Dakota County,4,2017,44914.02
17,Lebanon Hills Regional Park,Dakota County,4,2017,293390.74
18,Miesville Ravine Park Reserve,Dakota County,4,2017,11044.06
19,Mississippi River Regional Trail,Dakota County,4,2017,72834.93
20,Spring Lake Park Reserve,Dakota County,4,2017,35082.72
21,Baker Park Reserve,Three Rivers Park District,9,2017,137424.29
22,Bryant Lake Regional Park,Three Rivers Park District,9,2017,200370.66
23,Carver Park Reserve,Three Rivers Park District,9,2017,121516.8
24,Clifton French Regional Park,Three Rivers Park District,9,2017,207475.59
25,Cleary Lake Regional Park (Scott County),Three Rivers Park District,9,2017,130491.07
26,Coon Rapids Dam Regional Park,Three Rivers Park District,9,2017,124925.54
27,Crow-Hassan Park Reserve,Three Rivers Park District,9,2017,33839.23
28,Elm Creek Park Reserve,Three Rivers Park District,9,2017,445865.9
29,Medicine Lake Regional Trail,Three Rivers Park District,9,2017,218807.1
30,Fish Lake Regional Park,Three Rivers Park District,9,2017,129327.24
31,Hyland Lake Park Reserve,Three Rivers Park District,9,2017,273521.47
32,Lake Rebecca Park Reserve,Three Rivers Park District,9,2017,75828.25
33,Lake Minnetonka Regional Park,Three Rivers Park District,9,2017,100885.52
34,Murphy-Hanrehan Park Reserve (Scott County),Three Rivers Park District,9,2017,39126.51
35,Rush Creek Regional Trail,Three Rivers Park District,9,2017,94298.86
36,North Mississippi Regional Park,Three Rivers Park District,9,2017,26879.86
37,Noerenberg Gardens Special Recreation Feature,Three Rivers Park District,9,2017,22625.9
38,Scott County Regional Trail,Scott County,8,2017,73802.3
39,Lake Minnetonka LRT Regional Trail,Three Rivers Park District,9,2017,197052.66
40,Minnesota River Bluffs Regional Trail,Three Rivers Park District,9,2017,92314.11
41,Cedar Lake Regional Trail,Minneapolis Park and Recreation Board,5,2017,176277.44
42,Central Mississippi Riverfront Regional Park,Minneapolis Park and Recreation Board,5,2017,861148.74
43,Minneapolis Chain of Lakes Regional Park,Minneapolis Park and Recreation Board,5,2017,2466458.56
44,Mississippi Gorge Regional Park,Minneapolis Park and Recreation Board,5,2017,417336.45
45,Minnehaha Regional Park,Minneapolis Park and Recreation Board,5,2017,724222.02
46,Minnehaha Parkway Regional Trail,Minneapolis Park and Recreation Board,5,2017,488571.28
47,North Mississippi Regional Park,Minneapolis Park and Recreation Board,5,2017,155647.1
48,Nokomis-Hiawatha Regional Park,Minneapolis Park and Recreation Board,5,2017,626138.25
49,Theodore Wirth Regional Park,Minneapolis Park and Recreation Board,5,2017,232654.73
50,Victory (Wirth) Memorial Parkway Regional Trail,Minneapolis Park and Recreation Board,5,2017,182316.55
51,Battle Creek Regional Park,Ramsey County,6,2017,224593.85
52,Bald Eagle-Otter Lake Regional Park,Ramsey County,6,2017,117733.28
53,Birch Lake Regional Park,Ramsey County,6,2017,24565.08
54,Bruce Vento Regional Trail,Ramsey County,6,2017,134386.81
55,Grass-Vadnais-Snail Lake Regional Park,Ramsey County,6,2017,215102.81
56,Highway 96 Regional Trail,Ramsey County,6,2017,117795.4
58,Keller Regional Park,Ramsey County,6,2017,224641.85
59,Long Lake Regional Park,Ramsey County,6,2017,125006.45
60,Rice Creek West Regional Trail,Ramsey County,6,2017,43225.86
61,Rice Creek North Regional Trail,Ramsey County,6,2017,45306.71
62,Bruce Vento Regional Trail,Saint Paul,7,2017,92792.81
63,Cherokee Heights Regional Park,Saint Paul,7,2017,162835.07
64,"Como Regional Park, Zoo, & Conservatory",Saint Paul,7,2017,1720028.05
65,Lilydale-Harriet Island Regional Park,Saint Paul,7,2017,340202.88
66,Hidden Falls-Crosby Farm Regional Park,Saint Paul,7,2017,179715.39
67,Indian Mounds Regional Park,Saint Paul,7,2017,157715.82
68,Mississippi Gorge Regional Park,Saint Paul,7,2017,540731.79
69,Sam Morgan Regional Trail,Saint Paul,7,2017,176769.92
70,Phalen Regional Park,Saint Paul,7,2017,435559.9
71,Cottage Grove Ravine Regional Park,Washington County,10,2017,32795.24
72,Lake Elmo Park Reserve,Washington County,10,2017,211248.21
73,St. Croix Bluffs Regional Park,Washington County,10,2017,44650.89
74,Square Lake Special Recreation Feature,Washington County,10,2017,61926.28
75,Central Anoka County Regional Trail,Anoka County,1,2017,31980.96
76,Cedar Lake LRT Regional Trail,Three Rivers Park District,9,2017,219784.07
77,Lake Independence Regional Trail,Three Rivers Park District,9,2017,27843.64
78,Eagle Lake Regional Park,Three Rivers Park District,9,2017,28006.58
79,North Cedar Lake Regional Trail,Three Rivers Park District,9,2017,176610.62
80,Gale Woods Special Recreation Feature,Three Rivers Park District,9,2017,35652.96
81,Hardwood Creek Regional Park,Washington County,10,2017,46097.3
82,Big Marine Park Reserve,Washington County,10,2017,97543.9
83,Pine Point Regional Park,Washington County,10,2017,43790.93
84,Silverwood Special Recreation Feature,Three Rivers Park District,9,2017,133715.93
88,Shingle Creek Regional Trail,Three Rivers Park District,9,2017,104465.51
89,Luce Line Regional Trail,Three Rivers Park District,9,2017,183986.2
90,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,5,2017,73944.7
91,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,5,2017,27463.28
92,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,5,2017,9484.32
93,Kenilworth Regional Trail,Minneapolis Park and Recreation Board,5,2017,263470.08
94,Luce Line Regional Trail,Minneapolis Park and Recreation Board,5,2017,44135.57
95,River to River Greenway Regional Trail,Dakota County,4,2017,39116.92
96,Dakota Rail Regional Trail,Three Rivers Park District,9,2017,185940.55
97,Bassett Creek Regional Trail,Three Rivers Park District,9,2017,41239.86
98,Trout Brook Regional Trail,Ramsey County,6,2017,16048.18
99,Tony Schmidt Regional Park,Ramsey County,6,2017,90588.25
100,Northeast Diagonal Regional Trail,Minneapolis Park and Recreation Board,5,2017,55296.51
101,Northeast Diagonal Regional Trail,Three Rivers Park District,9,2017,22072.82
102,Cedar Lake Farm Regional Park,Scott County,8,2017,16596.89
103,Shingle Creek Regional Trail,Minneapolis Park and Recreation Board,5,2017,51762.48
104,Dakota Rail Regional Trail,Carver County,3,2017,56771.51
107,Coon Creek Regional Trail,Anoka County,1,2017,68475.5
108,East Anoka County Regional Trail,Anoka County,1,2017,42893.17
109,Rum River Regional Trail,Anoka County,1,2017,29707.75
110,Bunker Hills Regional Trail,Anoka County,1,2017,47783.64
111,Twin Lakes Regional Trail,Three Rivers Park District,9,2017,71753.19
112,Mississippi West Regional Park,Anoka County,1,2017,12516.98
113,Minnesota River Bluffs Regional Trail,Carver County,3,2017,14337.23
114,Spring Lake Regional Park,Three Rivers Park District,9,2017,34399.28
114,Spring Lake Regional Park,Scott County,8,2017,34399.28
115,Nine Mile Creek Regional Trail,Three Rivers Park District,9,2017,49868.96
116,Southwest Regional Trail,Carver County,3,2017,26874.38
117,Kingswood Special Recreation Feature,Three Rivers Park District,9,2017,610.25
118,Whitetail Woods Regional Park,Dakota County,4,2017,27121.4
124,Minnesota River Greenway Regional Trail,Dakota County,4,2017,23679.99
130,Trout Brook Regional Trail,Saint Paul,7,2017,58473.73
131,Crystal Lake Regional Trail,Three Rivers Park District,9,2017,68924.35
132,Nokomis-Minnesota River Regional Trail,Three Rivers Park District,9,2017,72037.98
133,Point Douglas Regional Trail,Washington County,10,2017,NA
135,Above the Falls Regional Park,Minneapolis Park and Recreation Board,5,2017,113448.77
137,Lakes Link Regional Trail,Ramsey County,6,2017,111785.2
140,Nokomis-Minnesota River Bluffs Regional Trail,Bloomington,2,2017,NA
1,Anoka County Riverfront Regional Park,Anoka County,1,2016,77253.2
2,Bunker Hills Regional Park,Anoka County,1,2016,171657.89
3,Coon Rapids Dam Regional Park,Anoka County,1,2016,182297.19
4,Lake George Regional Park,Anoka County,1,2016,101633.96
5,Martin-Island-Linwood Regional Park,Anoka County,1,2016,60609.55
6,Mississippi River Regional Trail,Anoka County,1,2016,67108.53
7,Rice Creek West Regional Trail,Anoka County,1,2016,115546.86
8,Rice Creek Chain of Lakes Park Reserve,Anoka County,1,2016,201985.3
9,Rice Creek North Regional Trail,Anoka County,1,2016,61271.12
10,Rum River Central Regional Park,Anoka County,1,2016,33575.98
11,Bush and Normandale Lakes Regional Park,Bloomington,2,2016,321388.48
12,Baylor Regional Park,Carver County,3,2016,17127.16
13,Lake Minnewashta Regional Park,Carver County,3,2016,64086.96
14,Lake Waconia Regional Park,Carver County,3,2016,41244.27
15,Big Rivers Regional Trail,Dakota County,4,2016,51664.58
16,Lake Byllesby Regional Park,Dakota County,4,2016,46730.6
17,Lebanon Hills Regional Park,Dakota County,4,2016,270126.25
18,Miesville Ravine Park Reserve,Dakota County,4,2016,12649.02
19,Mississippi River Regional Trail,Dakota County,4,2016,56390.89
20,Spring Lake Park Reserve,Dakota County,4,2016,34523.9
21,Baker Park Reserve,Three Rivers Park District,9,2016,132651.77
22,Bryant Lake Regional Park,Three Rivers Park District,9,2016,211596.15
23,Carver Park Reserve,Three Rivers Park District,9,2016,109786.08
24,Clifton French Regional Park,Three Rivers Park District,9,2016,267621.52
25,Cleary Lake Regional Park (Scott County),Three Rivers Park District,9,2016,114028.33
26,Coon Rapids Dam Regional Park,Three Rivers Park District,9,2016,96894.03
27,Crow-Hassan Park Reserve,Three Rivers Park District,9,2016,29972.5
28,Elm Creek Park Reserve,Three Rivers Park District,9,2016,454421.31
29,Medicine Lake Regional Trail,Three Rivers Park District,9,2016,214734.12
30,Fish Lake Regional Park,Three Rivers Park District,9,2016,120597.03
31,Hyland Lake Park Reserve,Three Rivers Park District,9,2016,283992.58
32,Lake Rebecca Park Reserve,Three Rivers Park District,9,2016,84992.15
33,Lake Minnetonka Regional Park,Three Rivers Park District,9,2016,92290.23
34,Murphy-Hanrehan Park Reserve (Scott County),Three Rivers Park District,9,2016,33339.38
35,Rush Creek Regional Trail,Three Rivers Park District,9,2016,89956.72
36,North Mississippi Regional Park,Three Rivers Park District,9,2016,26234.89
37,Noerenberg Gardens Special Recreation Feature,Three Rivers Park District,9,2016,20556.44
38,Scott County Regional Trail,Scott County,8,2016,78016.53
39,Lake Minnetonka LRT Regional Trail,Three Rivers Park District,9,2016,177805.41
40,Minnesota River Bluffs Regional Trail,Three Rivers Park District,9,2016,94493.66
41,Cedar Lake Regional Trail,Minneapolis Park and Recreation Board,5,2016,173674.57
42,Central Mississippi Riverfront Regional Park,Minneapolis Park and Recreation Board,5,2016,837078.82
43,Minneapolis Chain of Lakes Regional Park,Minneapolis Park and Recreation Board,5,2016,2412537.92
44,Mississippi Gorge Regional Park,Minneapolis Park and Recreation Board,5,2016,404834.09
45,Minnehaha Regional Park,Minneapolis Park and Recreation Board,5,2016,800507.06
46,Minnehaha Parkway Regional Trail,Minneapolis Park and Recreation Board,5,2016,589544.61
47,North Mississippi Regional Park,Minneapolis Park and Recreation Board,5,2016,167370.69
48,Nokomis-Hiawatha Regional Park,Minneapolis Park and Recreation Board,5,2016,633248.53
49,Theodore Wirth Regional Park,Minneapolis Park and Recreation Board,5,2016,261114.49
50,Victory (Wirth) Memorial Parkway Regional Trail,Minneapolis Park and Recreation Board,5,2016,247267.24
51,Battle Creek Regional Park,Ramsey County,6,2016,224821.64
52,Bald Eagle-Otter Lake Regional Park,Ramsey County,6,2016,112155.84
53,Birch Lake Regional Park,Ramsey County,6,2016,23218.08
54,Bruce Vento Regional Trail,Ramsey County,6,2016,130033.75
55,Grass-Vadnais-Snail Lake Regional Park,Ramsey County,6,2016,268260.86
56,Highway 96 Regional Trail,Ramsey County,6,2016,116616.75
58,Keller Regional Park,Ramsey County,6,2016,255693.79
59,Long Lake Regional Park,Ramsey County,6,2016,138449.84
60,Rice Creek West Regional Trail,Ramsey County,6,2016,38373.51
61,Rice Creek North Regional Trail,Ramsey County,6,2016,42865.28
62,Bruce Vento Regional Trail,Saint Paul,7,2016,89920.83
63,Cherokee Heights Regional Park,Saint Paul,7,2016,155612.88
64,"Como Regional Park, Zoo, & Conservatory",Saint Paul,7,2016,1740359.26
65,Lilydale-Harriet Island Regional Park,Saint Paul,7,2016,210283.44
66,Hidden Falls-Crosby Farm Regional Park,Saint Paul,7,2016,159282.84
67,Indian Mounds Regional Park,Saint Paul,7,2016,150555.86
68,Mississippi Gorge Regional Park,Saint Paul,7,2016,558034.7
69,Sam Morgan Regional Trail,Saint Paul,7,2016,171373.59
70,Phalen Regional Park,Saint Paul,7,2016,425925.75
71,Cottage Grove Ravine Regional Park,Washington County,10,2016,32389.18
72,Lake Elmo Park Reserve,Washington County,10,2016,223116.76
73,St. Croix Bluffs Regional Park,Washington County,10,2016,46220.42
74,Square Lake Special Recreation Feature,Washington County,10,2016,48826.53
75,Central Anoka County Regional Trail,Anoka County,1,2016,36113.23
76,Cedar Lake LRT Regional Trail,Three Rivers Park District,9,2016,274725.26
77,Lake Independence Regional Trail,Three Rivers Park District,9,2016,27569.49
78,Eagle Lake Regional Park,Three Rivers Park District,9,2016,33413.38
79,North Cedar Lake Regional Trail,Three Rivers Park District,9,2016,164796.15
80,Gale Woods Special Recreation Feature,Three Rivers Park District,9,2016,40009.65
81,Hardwood Creek Regional Park,Washington County,10,2016,71637.87
82,Big Marine Park Reserve,Washington County,10,2016,112618.45
83,Pine Point Regional Park,Washington County,10,2016,43880.89
84,Silverwood Special Recreation Feature,Three Rivers Park District,9,2016,118932.99
88,Shingle Creek Regional Trail,Three Rivers Park District,9,2016,97140.99
89,Luce Line Regional Trail,Three Rivers Park District,9,2016,173581.8
90,St. Anthony Parkway Regional Trail,Minneapolis Park and Recreation Board,5,2016,81089.62
91,Columbia Parkway Regional Trail,Minneapolis Park and Recreation Board,5,2016,33845.01
92,Ridgway Parkway Regional Trail,Minneapolis Park and Recreation Board,5,2016,9446.79
93,Kenilworth Regional Trail,Minneapolis Park and Recreation Board,5,2016,252711.11
94,Luce Line Regional Trail,Minneapolis Park and Recreation Board,5,2016,48447.23
95,River to River Greenway Regional Trail,Dakota County,4,2016,33386.64
96,Dakota Rail Regional Trail,Three Rivers Park District,9,2016,183168.55
97,Bassett Creek Regional Trail,Three Rivers Park District,9,2016,31515.01
98,Trout Brook Regional Trail,Ramsey County,6,2016,18066.7
99,Tony Schmidt Regional Park,Ramsey County,6,2016,105845.88
100,Northeast Diagonal Regional Trail,Minneapolis Park and Recreation Board,5,2016,59576.21
101,Northeast Diagonal Regional Trail,Three Rivers Park District,9,2016,20354.37
102,Cedar Lake Farm Regional Park,Scott County,8,2016,15470.84
103,Shingle Creek Regional Trail,Minneapolis Park and Recreation Board,5,2016,59500.99
104,Dakota Rail Regional Trail,Carver County,3,2016,62590.92
107,Coon Creek Regional Trail,Anoka County,1,2016,78238.37
108,East Anoka County Regional Trail,Anoka County,1,2016,47072.79
109,Rum River Regional Trail,Anoka County,1,2016,25868.87
110,Bunker Hills Regional Trail,Anoka County,1,2016,47665.98
111,Twin Lakes Regional Trail,Three Rivers Park District,9,2016,66948.64
112,Mississippi West Regional Park,Anoka County,1,2016,12512.96
113,Minnesota River Bluffs Regional Trail,Carver County,3,2016,12897.37
114,Spring Lake Regional Park,Three Rivers Park District,9,2016,30029.91
114,Spring Lake Regional Park,Scott County,8,2016,30029.91
115,Nine Mile Creek Regional Trail,Three Rivers Park District,9,2016,47996.4
116,Southwest Regional Trail,Carver County,3,2016,26549
117,Kingswood Special Recreation Feature,Three Rivers Park District,9,2016,486.5
118,Whitetail Woods Regional Park,Dakota County,4,2016,22734.5
124,Minnesota River Greenway Regional Trail,Dakota County,4,2016,NA
130,Trout Brook Regional Trail,Saint Paul,7,2016,56288.79
131,Crystal Lake Regional Trail,Three Rivers Park District,9,2016,78609.33
132,Nokomis-Minnesota River Regional Trail,Three Rivers Park District,9,2016,64684.68
133,Point Douglas Regional Trail,Washington County,10,2016,NA
135,Above the Falls Regional Park,Minneapolis Park and Recreation Board,5,2016,NA
137,Lakes Link Regional Trail,Ramsey County,6,2016,NA
140,Nokomis-Minnesota River Bluffs Regional Trail,Bloomington,2,2016,NA
1,Anoka County Riverfront Regional Park,Anoka County,1,2015,77935.08
2,Bunker Hills Regional Park,Anoka County,1,2015,182104.08
3,Coon Rapids Dam Regional Park,Anoka County,1,2015,193725.44
4,Lake George Regional Park,Anoka County,1,2015,88122.04
5,Martin-Island-Linwood Regional Park,Anoka County,1,2015,60718.82
6,Mississippi River Regional Trail,Anoka County,1,2015,61281.08
7,Rice Creek West Regional Trail,Anoka County,1,2015,125203.97
8,Rice Creek Chain of Lakes Park Reserve,Anoka County,1,2015,166170.24
9,Rice Creek North Regional Trail,Anoka County,1,2015,63732.03
10,Rum River Central Regional Park,Anoka County,1,2015,30781.38
11,Bush and Normandale Lakes Regional Park,Bloomington,2,2015,278749.73
12,Baylor Regional Park,Carver County,3,2015,21216.73
13,Lake Minnewashta Regional Park,Carver County,3,2015,68821.02
14,Lake Waconia Regional Park,Carver County,3,2015,41087.19
15,Big Rivers Regional Trail,Dakota County,4,2015,44373.81
16,Lake Byllesby Regional Park,Dakota County,4,2015,46470.56
17,Lebanon Hills Regional Park,Dakota County,4,2015,238519.53
18,Miesville Ravine Park Reserve,Dakota County,4,2015,11880.67
19,Mississippi River Regional Trail,Dakota County,4,2015,41506.17
20,Spring Lake Park Reserve,Dakota County,4,2015,38250.19
21,Baker Park Reserve,Three Rivers Park District,9,2015,169594.48
22,Bryant Lake Regional Park,Three Rivers Park District,9,2015,197848.29
23,Carver Park Reserve,Three Rivers Park District,9,2015,116774.41
24,Clifton French Regional Park,Three Rivers Park District,9,2015,260920.79
